Fp1-AV,F7-AV,T3-AV,T5-AV,F3-AV,C3-AV,P3-AV,O1-AV,Fp2-AV,F8-AV,T4-AV,T6-AV,O2-AV,F4-AV,C4-AV,P4-AV,O2-AV.1,Fz-AV,Cz-AV,Pz-AV,A1-AV,A2-AV
-7.59,34.2,29.14,22.62,-1.4,19.23,48.0,16.04,10.42,-5.84,2.31,-110.89,3.63,-19.9,-10.18,-14.85,3.63,4.3,-5.43,-12.62,6.54,-7.62
-4.68,37.88,34.87,17.68,8.72,24.75,51.21,22.7,13.99,1.25,5.52,-225.23,8.89,1.5,-2.6,-6.16,8.89,2.11,4.13,-4.75,12.0,-3.58
-2.0,39.04,36.75,10.68,12.38,25.37,51.15,25.42,12.21,3.39,3.42,-261.19,11.11,19.16,0.67,-2.02,11.11,-5.48,8.46,-0.97,14.72,-2.16
-0.49,36.48,32.13,5.94,9.11,21.11,47.61,23.22,5.51,-1.64,-6.27,-204.5,9.4,28.39,-1.6,-2.36,9.4,-15.07,6.72,-2.27,13.27,-4.77
-1.31,30.99,22.83,6.09,0.43,13.95,41.38,17.46,-4.69,-12.63,-20.79,-78.13,5.17,26.07,-8.44,-6.32,5.17,-22.76,0.39,-8.09,9.39,-11.17
-4.76,24.05,12.08,12.17,-11.22,7.06,34.75,10.97,-15.97,-24.16,-35.36,72.78,0.17,12.3,-17.9,-13.98,0.17,-24.86,-7.82,-16.63,5.02,-18.89
-8.68,17.94,3.17,22.67,-20.16,3.5,29.77,6.49,-25.27,-32.76,-46.01,188.98,-3.79,-6.03,-26.3,-20.52,-3.79,-20.37,-14.08,-24.12,1.47,-26.14
-10.89,15.19,-1.78,34.35,-22.33,4.88,27.66,6.01,-30.08,-37.65,-50.39,227.08,-4.93,-20.55,-30.19,-22.04,-4.93,-10.87,-15.31,-27.6,0.08,-30.93
-10.39,16.72,-0.84,43.07,-16.65,11.03,28.91,9.73,-28.64,-36.62,-48.0,172.03,-3.38,-26.15,-28.01,-18.21,-3.38,0.62,-10.51,-25.89,1.76,-30.86
-7.77,20.68,5.94,45.64,-5.41,19.84,32.57,16.89,-22.67,-30.08,-40.01,47.92,0.24,-20.63,-20.58,-10.34,0.24,9.83,-1.26,-19.71,5.04,-26.41
-4.19,24.16,15.2,40.8,8.52,27.85,36.52,24.78,-14.68,-21.29,-29.3,-100.33,5.53,-4.44,-9.94,1.07,5.53,13.18,9.47,-10.87,7.54,-19.96
-1.41,26.27,24.04,30.38,18.88,32.29,39.04,30.25,-7.43,-13.74,-19.32,-213.89,10.44,14.95,0.09,10.09,10.44,9.51,17.64,-3.06,8.72,-13.98
-1.21,25.85,28.69,17.71,22.16,31.77,38.58,30.56,-2.43,-10.49,-12.18,-249.23,12.14,30.15,6.14,13.87,12.14,0.47,20.62,0.93,6.78,-11.05
-4.33,21.61,26.2,7.1,17.56,26.36,34.54,25.88,-1.23,-13.54,-9.37,-192.8,10.37,36.52,6.69,12.81,10.37,-10.72,17.23,-0.2,1.35,-12.29
-8.95,15.08,16.17,2.05,7.16,17.79,27.62,16.16,-3.16,-21.38,-10.03,-67.07,5.53,31.57,2.61,7.64,5.53,-19.78,9.04,-5.46,-6.66,-16.07
-13.13,8.55,3.04,3.9,-6.5,8.8,19.98,4.67,-7.35,-30.09,-10.3,82.79,0.11,15.25,-4.48,-1.71,0.11,-23.39,-1.16,-13.19,-15.36,-20.5
-15.99,4.38,-8.41,11.07,-17.47,2.49,13.67,-4.35,-11.67,-36.82,-7.35,197.47,-3.69,-5.39,-10.88,-10.01,-3.69,-20.37,-9.33,-19.81,-23.03,-24.62
-16.41,4.11,-14.79,20.39,-21.51,1.06,10.76,-9.57,-13.36,-38.75,-2.12,233.39,-5.0,-21.83,-12.98,-13.25,-5.0,-12.02,-12.34,-22.19,-27.03,-26.56
-13.27,8.24,-14.77,28.51,-17.19,5.09,12.42,-9.6,-11.06,-35.18,3.1,176.22,-2.74,-29.32,-9.08,-11.19,-2.74,-1.45,-8.79,-19.12,-25.54,-25.11
-7.46,14.91,-9.76,32.45,-6.58,13.04,17.97,-5.28,-5.88,-28.24,6.87,50.58,2.57,-25.09,-0.32,-4.77,2.57,7.49,-0.02,-11.36,-20.2,-20.69
-1.8,21.37,-2.33,30.18,7.55,21.79,25.08,0.37,0.49,-21.21,8.97,-99.18,8.56,-9.37,11.12,5.89,8.56,11.62,11.33,-0.42,-13.77,-15.98
1.82,25.27,5.24,22.91,19.28,27.83,31.53,4.71,5.4,-16.58,8.1,-213.79,12.87,10.49,21.3,14.78,12.87,9.85,20.89,9.46,-8.35,-12.8
2.28,25.84,10.23,13.43,24.29,28.89,34.87,5.19,6.29,-15.51,4.34,-249.24,13.84,26.67,26.73,18.96,13.84,3.32,25.12,14.57,-7.24,-12.78
-1.24,22.21,11.24,4.59,21.07,24.05,33.69,0.56,2.1,-18.52,-0.38,-192.64,10.97,33.98,25.6,18.14,10.97,-5.57,22.25,13.41,-9.66,-15.71
-7.22,15.3,9.48,-0.52,11.58,15.67,29.02,-8.12,-6.29,-24.86,-4.07,-67.81,5.21,29.82,18.96,13.11,5.21,-13.03,13.78,6.98,-15.27,-21.44
-13.58,7.26,7.48,0.44,-1.26,7.23,23.47,-17.93,-16.23,-32.2,-5.84,80.55,-1.44,14.41,9.13,3.82,-1.44,-15.53,2.88,-2.44,-21.77,-28.25
-19.07,-0.14,7.1,6.61,-11.61,1.86,19.2,-25.11,-24.28,-38.0,-5.4,194.49,-6.55,-5.31,0.27,-4.58,-6.55,-11.93,-6.14,-10.71,-27.27,-33.37
-22.55,-5.19,9.53,15.43,-15.32,1.47,17.92,-26.87,-27.98,-39.45,-3.98,231.08,-8.57,-21.3,-4.09,-8.29,-8.57,-3.59,-9.92,-14.25,-29.6,-34.41
-23.23,-6.01,15.26,23.77,-11.17,6.34,20.44,-21.94,-26.55,-35.89,-1.34,175.52,-6.34,-28.58,-2.38,-6.98,-6.34,6.54,-7.0,-11.94,-27.14,-31.44
-21.64,-1.94,22.29,28.45,-1.36,14.45,25.89,-12.07,-21.3,-29.15,1.85,52.5,-0.42,-24.84,4.39,-1.74,-0.42,14.62,1.11,-4.66,-21.07,-25.43
-19.41,4.21,26.85,27.62,11.38,22.66,32.06,-0.87,-13.79,-21.05,4.07,-93.72,6.94,-9.94,14.12,7.36,6.94,17.09,11.35,5.39,-13.99,-18.27
-18.54,9.41,27.44,21.96,21.15,27.61,36.95,7.86,-7.55,-14.38,4.21,-203.67,13.81,8.96,22.79,14.71,13.81,13.01,19.5,14.11,-8.28,-11.03
-19.97,10.89,23.48,13.59,23.96,27.22,38.37,11.37,-5.5,-11.85,2.51,-233.73,18.15,24.13,27.1,17.14,18.15,3.82,22.5,18.38,-5.22,-6.17
-23.79,7.41,15.76,5.55,18.63,21.08,35.1,8.87,-8.67,-14.08,-0.21,-171.33,18.87,30.82,25.44,14.48,18.87,-7.44,18.72,16.88,-6.18,-5.74
-28.16,1.26,6.0,0.95,7.03,11.19,27.66,1.7,-16.25,-19.0,-3.26,-40.94,16.71,26.05,18.63,7.55,16.71,-16.94,9.44,10.35,-11.04,-8.89
-31.91,-4.33,-2.45,2.22,-7.91,1.14,18.83,-5.68,-26.03,-24.66,-6.05,111.43,13.74,9.82,8.85,-3.48,13.74,-21.31,-2.51,0.59,-17.06,-13.22
-33.88,-7.98,-8.83,8.47,-20.52,-5.51,11.54,-9.42,-34.85,-29.35,-6.61,227.31,12.42,-10.69,0.15,-13.05,12.42,-19.38,-12.81,-8.22,-21.93,-16.78
-33.87,-8.9,-12.05,16.75,-25.97,-6.76,7.82,-8.64,-38.7,-30.86,-3.52,264.01,13.63,-27.2,-3.95,-17.26,13.63,-12.54,-18.07,-12.6,-23.38,-17.98
-30.91,-5.53,-10.5,23.54,-23.09,-2.59,8.89,-2.12,-36.36,-28.15,1.9,207.32,18.83,-34.85,-1.89,-16.03,18.83,-3.76,-16.65,-11.3,-20.61,-16.28
-26.15,1.57,-4.78,25.65,-13.88,5.2,13.94,8.17,-30.31,-22.35,7.62,82.42,27.12,-31.1,5.16,-10.69,27.12,3.28,-9.8,-4.99,-14.63,-11.6
-21.73,9.89,3.24,21.92,-1.18,13.26,20.11,17.41,-22.46,-15.88,14.38,-66.39,34.27,-16.25,14.77,-1.59,34.27,5.33,-0.69,3.97,-7.48,-5.12
-18.21,16.05,10.9,14.39,8.74,18.81,25.26,23.73,-15.62,-11.3,21.21,-180.06,38.09,2.3,22.69,5.55,38.09,1.1,6.28,11.17,-1.8,0.63
-16.76,18.17,15.51,6.26,12.08,19.66,27.34,25.34,-13.32,-10.58,25.36,-214.88,37.74,16.94,26.03,8.11,37.74,-8.15,7.99,13.42,0.4,3.4
-19.36,15.83,15.81,0.45,7.79,15.03,25.1,20.98,-17.8,-14.2,25.96,-156.97,34.12,23.1,23.49,6.29,34.12,-19.5,3.01,9.67,-1.43,2.71
-24.89,10.56,11.83,-0.38,-1.88,7.07,19.29,12.7,-27.38,-20.95,23.15,-30.72,28.6,18.3,15.96,0.99,28.6,-28.63,-7.04,1.04,-6.18,-1.41
-29.47,4.4,5.59,5.13,-13.73,-0.67,12.64,3.63,-37.3,-28.24,16.84,117.7,22.53,2.94,5.43,-7.76,22.53,-31.7,-18.91,-10.37,-11.49,-7.18
-31.67,-0.56,0.2,15.26,-22.5,-5.04,7.49,-3.35,-43.81,-33.02,9.74,230.13,17.42,-16.18,-4.24,-15.44,17.42,-27.51,-28.17,-20.71,-15.85,-12.22
-32.28,-2.44,-2.31,26.61,-24.27,-4.34,5.39,-5.71,-44.61,-33.84,6.78,263.83,14.95,-30.93,-9.61,-18.57,14.95,-17.7,-31.52,-26.45,-18.25,-14.8
-30.46,1.29,-0.6,35.45,-17.94,1.9,6.98,-2.84,-39.13,-30.55,8.88,203.37,15.23,-36.46,-9.3,-16.95,15.23,-5.56,-27.77,-26.3,-15.25,-14.14
-26.81,9.41,5.03,38.94,-5.94,11.26,11.59,4.06,-29.66,-24.94,14.32,74.32,18.42,-30.6,-4.15,-11.56,18.42,4.63,-18.43,-21.23,-8.13,-10.53
-23.0,18.29,12.85,35.92,8.75,20.61,17.04,12.35,-19.83,-19.02,20.3,-78.06,22.93,-13.66,3.6,-2.66,22.93,9.53,-6.6,-13.12,-0.52,-5.53
-18.85,25.07,20.74,27.62,20.13,26.69,21.27,18.26,-12.54,-14.0,23.13,-194.35,25.91,7.14,10.3,4.25,25.91,8.2,3.17,-5.82,5.35,-1.4
-14.67,27.13,25.54,17.13,24.57,27.41,22.08,18.77,-9.85,-11.04,20.08,-230.51,25.83,23.98,12.83,6.68,25.83,1.92,7.68,-2.49,7.43,-0.11
-11.84,24.29,24.86,7.95,21.19,22.3,18.32,13.26,-12.26,-12.18,10.83,-172.77,21.94,31.98,9.81,4.78,21.94,-6.27,5.66,-4.41,4.91,-1.84
-10.22,19.12,19.81,2.92,11.87,13.31,11.03,4.03,-19.11,-18.26,-1.11,-46.15,15.65,28.68,1.97,-0.94,15.65,-12.62,-1.66,-10.99,-1.22,-5.59
-8.69,14.08,13.3,3.38,-0.85,3.68,2.78,-4.88,-27.77,-26.09,-11.65,103.11,9.84,13.97,-8.47,-10.71,9.84,-14.2,-11.56,-20.21,-8.44,-10.12
-7.55,10.52,8.2,7.81,-11.4,-3.37,-4.18,-11.03,-33.8,-31.51,-18.54,216.06,6.13,-4.93,-17.58,-19.4,6.13,-9.91,-19.64,-27.95,-13.73,-13.75
-5.83,9.92,7.42,13.79,-14.98,-5.7,-7.87,-12.5,-34.86,-32.58,-22.32,249.84,4.72,-19.51,-22.13,-22.66,4.72,-0.93,-22.34,-30.65,-16.02,-14.42
-2.69,13.05,12.68,18.24,-10.51,-2.71,-7.39,-8.07,-30.69,-28.17,-22.98,190.46,6.3,-25.03,-20.54,-20.5,6.3,9.75,-18.15,-27.17,-14.03,-11.46
1.6,18.78,22.91,18.5,-0.2,3.62,-3.55,1.13,-23.64,-20.81,-20.53,63.79,10.7,-19.43,-14.13,-14.4,10.7,18.09,-8.91,-18.78,-8.47,-5.95
6.49,24.32,32.65,13.4,13.13,10.47,1.76,10.96,-15.49,-13.35,-15.66,-85.11,16.04,-3.12,-5.09,-4.66,16.04,20.85,2.59,-7.5,-2.72,0.24
11.38,27.7,37.0,4.23,23.33,14.68,6.61,17.61,-8.1,-7.8,-10.37,-196.75,20.17,16.31,2.68,3.02,20.17,17.13,11.83,2.71,1.34,5.41
14.71,27.64,33.93,-6.29,26.86,14.1,8.89,19.7,-3.93,-6.1,-6.94,-228.64,21.42,31.31,6.12,5.99,21.42,8.32,15.59,8.29,2.04,7.04
15.47,24.57,24.31,-15.32,22.72,8.65,7.23,16.29,-4.54,-9.44,-6.73,-168.53,18.98,37.49,3.63,4.33,18.98,-2.32,12.42,7.67,-1.86,4.84
13.14,19.41,10.39,-19.72,12.88,0.4,2.43,8.63,-9.36,-16.14,-9.02,-41.35,13.58,32.53,-3.48,-1.18,13.58,-10.41,3.86,1.74,-8.51,-0.08
8.61,12.31,-3.79,-17.83,0.23,-7.71,-3.07,0.18,-15.73,-23.17,-11.38,107.41,7.05,16.86,-13.07,-10.32,7.05,-12.74,-6.71,-7.25,-14.99,-5.35
3.84,5.4,-14.53,-10.61,-9.78,-12.69,-7.25,-5.29,-20.82,-28.44,-11.71,219.32,2.34,-2.48,-21.52,-17.9,2.34,-8.37,-15.09,-15.14,-19.99,-9.65
0.02,2.23,-20.05,-0.28,-13.15,-13.17,-8.53,-6.82,-22.09,-29.81,-8.17,252.09,0.25,-17.26,-25.76,-20.21,0.25,0.96,-18.12,-18.71,-22.0,-11.84
-0.86,4.12,-20.63,10.75,-8.54,-8.65,-6.0,-4.68,-18.52,-25.88,0.11,191.41,0.11,-22.66,-23.91,-17.19,0.11,12.19,-14.15,-16.57,-19.82,-11.07
0.77,8.57,-17.29,18.79,1.73,-1.18,-0.48,1.79,-11.46,-18.84,10.99,63.23,3.5,-16.92,-17.01,-10.43,3.5,21.07,-4.72,-9.12,-15.04,-8.42
3.92,13.37,-12.56,20.4,14.91,6.38,5.48,8.9,-3.12,-11.34,22.01,-87.14,7.92,-0.59,-7.11,-0.12,7.92,24.38,7.16,1.36,-9.9,-4.71
7.06,17.17,-8.66,15.65,25.5,11.31,10.22,12.45,3.88,-5.39,29.79,-200.53,9.38,19.3,1.81,8.26,9.38,21.43,17.28,10.85,-5.53,-1.5
8.3,17.08,-8.39,7.45,29.9,11.55,12.2,11.33,6.78,-2.74,31.35,-234.06,7.12,35.25,6.73,11.98,7.12,13.72,22.36,15.96,-4.01,-0.01
6.4,11.46,-13.16,-0.17,26.62,6.7,10.75,5.93,4.09,-4.33,28.54,-174.96,2.42,42.67,5.68,10.93,2.42,4.07,20.47,15.12,-7.43,-1.97
2.78,3.36,-20.6,-3.59,17.39,-1.28,6.5,-2.42,-2.86,-9.51,23.86,-48.79,-4.26,38.72,-0.65,5.68,-4.26,-3.62,12.8,8.89,-14.55,-7.91
0.1,-3.54,-27.71,-0.45,4.98,-9.39,1.73,-11.36,-11.26,-16.08,16.45,98.5,-11.37,23.51,-10.08,-3.67,-11.37,-5.74,2.44,-0.74,-20.79,-15.42
-0.87,-7.32,-31.99,7.9,-4.84,-14.45,-1.63,-16.67,-18.13,-22.08,6.27,208.78,-15.39,3.66,-18.55,-12.08,-15.39,-1.32,-5.95,-9.41,-24.02,-21.69
-0.41,-7.07,-31.52,17.65,-7.99,-14.39,-2.09,-16.9,-20.48,-24.78,-2.71,239.87,-15.41,-12.37,-22.56,-15.54,-15.41,7.83,-8.96,-13.46,-23.72,-24.76
1.07,-1.71,-24.9,25.0,-3.18,-8.78,1.06,-12.83,-17.17,-22.29,-6.26,177.64,-12.95,-19.47,-20.45,-13.54,-12.95,18.57,-5.29,-11.64,-19.02,-23.6
3.33,6.68,-13.29,26.91,7.56,0.19,6.84,-5.93,-10.3,-15.27,-4.6,48.38,-9.4,-15.26,-13.44,-7.53,-9.4,26.92,3.61,-4.93,-11.1,-19.14
6.32,14.25,0.48,22.1,21.58,9.29,13.41,0.06,-2.08,-7.16,-0.29,-102.93,-6.56,0.13,-3.48,2.13,-6.56,30.19,14.87,4.86,-3.25,-13.91
9.48,18.84,13.25,12.4,32.75,15.64,19.16,3.57,5.02,-2.13,2.21,-216.52,-5.41,19.03,5.32,9.53,-5.41,27.58,24.24,13.51,2.57,-9.97
11.39,19.12,21.44,1.47,37.17,17.31,22.15,3.36,8.14,-2.48,-0.34,-249.51,-6.58,33.75,9.5,12.12,-6.58,20.22,28.53,17.82,4.88,-9.3
11.12,14.47,22.35,-7.1,33.95,13.97,21.22,-1.26,6.42,-8.65,-9.82,-188.88,-9.57,40.0,8.05,10.1,-9.57,11.07,26.23,16.75,2.49,-12.81
9.15,7.57,16.44,-10.51,25.02,7.36,17.03,-8.53,0.73,-18.43,-23.62,-60.12,-13.84,35.25,1.84,4.24,-13.84,3.92,18.56,10.97,-3.71,-19.41
7.68,1.67,6.4,-7.27,12.83,0.26,12.02,-16.28,-6.2,-27.47,-37.17,90.13,-19.07,19.76,-7.35,-5.36,-19.07,2.06,8.26,2.13,-10.47,-26.69
7.06,-1.05,-3.84,0.83,3.02,-4.24,8.44,-21.81,-11.13,-33.81,-46.53,202.82,-23.44,0.27,-15.46,-13.38,-23.44,6.41,-0.04,-5.63,-15.38,-33.13
8.19,0.57,-10.42,10.16,-0.15,-3.89,7.72,-23.64,-11.96,-36.26,-49.33,235.7,-25.23,-14.98,-19.27,-16.17,-25.23,15.49,-3.18,-9.16,-17.5,-36.74
12.59,6.14,-10.72,17.12,4.63,1.55,10.45,-20.37,-9.31,-33.82,-43.86,175.08,-23.7,-21.34,-17.25,-13.96,-23.7,26.17,0.09,-7.23,-16.01,-36.44
19.11,12.28,-6.0,19.03,15.14,10.09,15.83,-13.24,-5.5,-27.55,-31.48,47.57,-19.28,-16.4,-10.21,-7.51,-19.28,34.35,8.32,-0.64,-11.41,-32.89
25.03,17.38,0.72,14.94,28.67,18.68,21.51,-5.48,-2.43,-20.53,-16.8,-101.49,-13.3,-0.46,-0.5,2.64,-13.3,36.93,18.72,8.51,-5.45,-27.68
29.2,21.05,6.89,6.76,39.18,24.09,25.47,0.04,-1.13,-15.65,-5.36,-213.07,-8.43,18.93,7.85,10.82,-8.43,33.05,26.84,16.15,0.42,-23.54
30.2,21.47,10.93,-2.34,42.88,24.21,25.74,0.67,-2.11,-14.66,0.25,-244.48,-7.25,34.28,11.6,13.97,-7.25,24.18,29.41,19.12,4.11,-22.49
26.72,17.31,10.21,-9.26,38.77,19.11,21.95,-3.53,-5.92,-18.59,0.54,-183.5,-9.66,40.91,9.32,12.05,-9.66,13.37,25.24,16.31,2.9,-24.57
19.99,10.12,3.96,-11.23,28.88,11.22,16.04,-10.69,-12.07,-26.14,-2.68,-55.69,-14.3,36.15,2.05,5.88,-14.3,4.8,15.91,8.86,-2.21,-29.01
12.49,3.24,-4.77,-6.88,16.48,3.81,10.19,-18.26,-19.47,-34.34,-7.97,93.53,-19.17,20.61,-7.93,-4.02,-19.17,1.94,4.54,-1.19,-8.5,-34.32
6.44,-1.58,-12.2,2.13,7.21,-0.47,5.85,-23.42,-26.05,-40.83,-12.89,206.06,-21.57,1.31,-16.28,-12.32,-21.57,5.77,-4.34,-9.97,-13.99,-38.78
4.15,-2.64,-14.93,12.43,4.82,-0.01,3.98,-24.25,-28.84,-43.6,-15.71,239.46,-20.76,-13.8,-19.98,-15.37,-20.76,14.58,-7.67,-14.28,-16.91,-40.53
6.99,1.8,-11.87,20.34,10.06,5.28,5.14,-20.62,-26.26,-40.75,-14.26,179.37,-17.41,-20.02,-17.76,-13.31,-17.41,25.13,-4.37,-13.31,-15.74,-38.22
14.01,10.21,-4.33,22.78,20.78,13.31,8.73,-13.76,-19.36,-34.32,-8.43,51.86,-12.59,-14.87,-10.62,-7.46,-12.59,33.11,3.82,-7.88,-10.99,-33.8
22.1,18.38,5.41,18.68,34.19,21.14,13.01,-6.24,-11.12,-27.5,-0.29,-97.47,-7.4,0.91,-0.55,1.82,-7.4,35.35,13.89,0.24,-5.78,-28.47
28.93,23.42,14.36,9.83,44.1,25.97,16.4,-0.97,-3.95,-23.13,6.25,-208.98,-3.88,20.06,8.35,9.3,-3.88,31.15,21.86,7.38,-1.79,-24.35
32.38,24.16,19.14,-0.82,46.94,26.04,17.15,0.66,0.02,-22.76,7.27,-239.65,-3.14,34.85,12.99,11.98,-3.14,21.9,24.49,10.17,-0.37,-23.06
31.91,20.41,17.04,-9.92,42.09,21.0,14.38,-2.3,-0.23,-26.48,2.42,-177.29,-5.56,40.87,11.67,10.29,-5.56,10.69,20.28,7.25,-2.97,-25.21
28.89,13.73,8.59,-13.77,31.83,13.04,8.92,-8.54,-3.77,-32.66,-5.31,-48.51,-10.77,35.92,5.18,5.0,-10.77,1.74,11.15,-0.5,-9.86,-30.03
25.43,6.57,-1.77,-10.7,18.72,5.26,2.57,-14.8,-8.86,-39.64,-13.18,100.12,-16.48,20.04,-4.72,-4.02,-16.48,-1.66,0.23,-11.19,-16.1,-35.5
22.77,1.85,-9.09,-2.4,8.47,0.79,-2.64,-18.83,-12.83,-44.72,-18.97,209.71,-21.24,0.27,-14.01,-11.71,-21.24,1.49,-8.46,-20.89,-19.66,-39.73
21.81,1.35,-10.45,7.7,4.95,1.22,-5.13,-20.47,-13.25,-44.76,-19.81,239.46,-24.52,-15.17,-19.49,-14.8,-24.52,9.7,-11.63,-26.14,-19.21,-41.33
23.41,4.88,-4.84,15.64,9.14,6.47,-3.95,-17.87,-9.68,-39.66,-13.92,176.27,-24.12,-21.63,-19.23,-13.0,-24.12,19.71,-8.01,-25.6,-14.93,-39.27
26.15,10.31,6.07,18.47,19.04,14.18,-0.41,-11.45,-3.01,-31.36,-3.0,46.5,-20.68,-16.46,-13.84,-6.91,-20.68,27.89,0.88,-19.71,-8.38,-34.43
27.59,16.26,17.84,15.41,31.99,21.71,3.8,-4.41,5.72,-22.54,8.21,-104.69,-17.38,0.36,-5.32,3.18,-17.38,31.15,12.06,-10.56,-1.59,-28.98
27.97,20.81,26.45,7.87,41.6,25.98,7.08,0.65,13.71,-16.49,14.59,-216.94,-15.65,21.1,2.26,11.41,-15.65,28.3,20.99,-2.28,4.47,-24.07
28.25,21.85,29.2,-1.46,44.34,25.02,7.58,1.29,18.43,-15.6,13.85,-247.82,-16.84,38.1,5.83,15.2,-16.84,20.72,24.5,1.62,7.76,-21.86
26.91,17.82,25.16,-9.02,39.14,18.57,4.37,-2.77,18.15,-19.71,7.36,-185.01,-20.21,46.27,3.77,14.26,-20.21,11.36,21.24,-0.25,6.34,-23.71
23.93,10.15,16.44,-11.62,27.94,8.74,-1.73,-10.21,13.49,-26.74,-1.62,-54.91,-24.3,43.11,-2.91,9.21,-24.3,4.29,12.7,-6.8,0.3,-29.25
20.64,2.41,6.53,-7.85,14.22,-1.0,-8.39,-19.26,6.47,-32.56,-11.23,96.15,-28.6,28.8,-12.14,0.2,-28.6,2.86,1.98,-15.9,-7.03,-35.91
18.3,-2.31,-1.16,0.17,3.91,-7.15,-13.17,-26.66,0.08,-34.64,-20.53,208.81,-31.84,10.08,-20.07,-7.8,-31.84,7.89,-6.59,-23.6,-12.88,-40.29
17.59,-2.91,-4.17,9.04,0.95,-7.89,-14.34,-29.33,-2.96,-32.74,-25.83,240.99,-32.62,-4.94,-23.36,-11.02,-32.62,17.56,-9.97,-26.8,-15.6,-41.16
18.64,0.13,-0.41,15.11,6.13,-3.09,-11.21,-26.42,-1.4,-26.89,-23.47,178.83,-29.93,-11.43,-20.5,-9.22,-29.93,28.58,-6.77,-24.38,-13.9,-38.04
20.35,6.05,9.07,15.41,16.92,4.69,-5.02,-19.74,4.44,-18.54,-14.21,48.43,-24.7,-6.98,-12.69,-3.4,-24.7,36.67,1.32,-17.36,-8.84,-31.66
21.67,12.95,21.28,9.26,30.13,12.51,2.05,-12.54,13.22,-10.21,-1.3,-105.13,-19.23,8.04,-2.37,5.89,-19.23,38.65,10.97,-7.79,-3.2,-24.76
22.36,19.07,32.38,-0.95,39.61,17.44,8.24,-7.95,21.5,-4.33,10.64,-221.68,-15.73,25.92,6.07,12.72,-15.73,33.77,17.96,0.12,1.57,-18.83
21.83,21.65,38.2,-11.81,42.03,17.41,11.35,-8.06,25.7,-2.6,18.1,-257.43,-15.37,39.41,9.82,14.56,-15.37,23.92,19.66,3.58,3.46,-15.64
19.66,19.1,37.11,-19.8,36.78,12.04,10.09,-13.54,23.77,-6.81,19.5,-197.88,-17.97,44.23,7.54,11.8,-17.97,12.35,15.03,1.53,1.56,-16.47
16.58,13.07,29.59,-22.08,26.0,3.31,5.14,-22.26,17.49,-14.96,15.58,-69.13,-21.93,38.26,0.29,5.43,-21.93,3.14,5.4,-5.48,-3.35,-20.41
13.59,6.93,18.38,-17.5,12.42,-5.34,-0.99,-30.43,9.44,-22.83,7.43,82.45,-25.56,21.66,-9.62,-4.38,-25.56,-0.29,-5.93,-15.35,-8.81,-25.58
10.55,3.24,7.1,-7.42,1.9,-10.4,-5.66,-35.05,2.42,-27.84,-2.88,196.32,-26.99,1.9,-17.81,-12.25,-26.99,3.28,-14.59,-23.59,-13.01,-29.4
9.08,2.78,-0.58,4.29,-1.7,-10.4,-7.11,-35.48,-1.39,-28.54,-11.54,230.22,-25.25,-13.07,-20.8,-14.73,-25.25,12.08,-17.5,-27.02,-13.89,-29.67
11.73,6.58,-2.24,13.94,2.4,-5.42,-4.45,-30.48,-0.76,-24.88,-15.24,169.66,-19.65,-18.78,-17.41,-11.85,-19.65,22.52,-13.73,-24.25,-10.85,-26.9
17.3,13.45,1.51,18.4,12.05,2.09,1.32,-21.33,3.55,-18.89,-13.4,42.12,-11.44,-13.38,-8.93,-4.89,-11.44,30.22,-5.18,-16.44,-6.3,-21.91
22.74,20.03,6.52,16.2,24.31,9.19,8.04,-10.45,9.93,-13.03,-8.84,-105.76,-2.6,2.38,2.07,5.37,-2.6,31.86,5.17,-5.93,-0.71,-16.44
26.57,24.08,9.69,8.96,33.36,13.08,13.9,-0.94,15.41,-9.32,-5.83,-214.82,4.88,21.28,11.58,13.42,4.88,27.05,13.24,3.15,4.04,-12.63
27.91,24.29,9.39,-0.02,35.82,12.11,16.81,2.75,16.65,-9.5,-5.82,-243.06,8.36,35.79,16.5,16.68,8.36,17.49,16.17,7.85,6.01,-11.91
25.88,19.83,4.88,-7.09,30.69,6.02,15.54,0.14,12.42,-14.54,-7.86,-179.49,8.03,41.2,15.29,14.91,8.03,5.91,12.43,6.81,4.06,-14.69
21.48,13.02,-2.75,-9.09,19.88,-2.99,11.03,-6.54,4.71,-22.79,-10.67,-51.3,4.53,34.85,8.59,8.56,4.53,-3.41,3.35,0.68,-0.99,-19.78
16.53,6.34,-11.29,-4.82,6.0,-11.85,5.87,-13.54,-3.76,-31.03,-13.0,96.5,-0.11,17.63,-1.18,-1.82,-0.11,-7.1,-8.08,-8.3,-8.15,-24.54
12.35,1.76,-17.96,4.25,-5.01,-17.14,2.68,-17.77,-10.66,-36.93,-12.8,205.44,-3.79,-3.1,-10.04,-10.78,-3.79,-4.14,-17.28,-16.1,-14.7,-28.22
8.69,0.39,-20.51,14.87,-8.72,-16.89,2.86,-17.85,-14.09,-38.35,-9.49,234.3,-5.05,-19.18,-14.36,-14.57,-5.05,4.14,-20.46,-19.14,-16.95,-29.62
5.99,3.28,-17.13,23.52,-3.93,-10.91,6.95,-13.04,-12.91,-34.52,-3.98,170.58,-2.63,-25.75,-12.37,-13.0,-2.63,14.61,-16.21,-16.44,-14.15,-28.1
